lane,carrier,speed_kmh,dwell_time_hours,transit_days,distance_km,on_time_rate,stops_count,weather_severity,port_congestion,hours_stationary,speed_variance,label
Shenzhen-Hamburg,Evergreen,24.56690250633636,21.099309427984995,34.42979159115293,20300.0,0.7593706333602258,4,2.2869260660931747,3.998291177205711,0.03272250203374019,4.349980528795286,0
Shanghai-Los-Angeles,Maersk,27.941021890313138,32.34425593074854,15.210610466159904,10200.0,0.8853264448504949,3,3.0825975811994293,4.608096702405619,1.258485599328505,0.09892290303080589,0
Singapore-Sydney,MSC,35.403713993320174,10.619502551244173,7.414476347016232,6300.0,0.8756837074840964,5,3.8454685537393396,2.9232508939129644,0.00021089335761537888,1.2751107405403206,0
Shanghai-Los-Angeles,COSCO,27.121108194194864,20.091899414565408,28.206811997591764,15871.78520449331,0.8146515190464144,3,5.01510469911275,1.3045460488764267,0.9543302557372848,2.618961328388882,1
Dubai-New-York,MSC,24.64635706861209,15.139445336139163,21.470380600002628,12700.0,0.8710823326620508,2,1.0634780408141722,2.275736470046876,3.483751910214151,5.597036963441791,0
Singapore-Sydney,CMA-CGM,33.59832630190459,8.890962494158721,7.812889179099366,6300.0,0.8173918889861961,2,1.611532128626898,4.193446186569448,0.30774073032521126,2.739835284616386,0
Singapore-Sydney,Maersk,34.38630471305406,9.623261306688699,7.63385313398759,6300.0,0.8922892512942999,1,1.7520831486801403,3.144477262786754,3.8969294123246825,4.284786047078346,0
Singapore-Sydney,Evergreen,31.645216643061545,13.772780777550423,8.295092524119443,6300.0,0.7471009224167223,2,3.149406376176194,1.640055679788288,1.9232887709992006,1.551748817618719,0
Dubai-New-York,COSCO,26.00976109722305,17.634984755399344,20.344926071741718,12700.0,0.8052682484131674,6,1.8445257494421063,2.0471541230905888,1.7009865003422016,1.8937686869816757,0
Shenzhen-Hamburg,Evergreen,25.66866900231959,18.4617969474898,32.951974769587714,20300.0,0.7070758274028937,5,5.601456546203423,2.2793376809396593,2.194791557235928,0.5776120358123674,0
Dubai-New-York,COSCO,24.637101440036247,18.66878611975529,21.478446559738163,12700.0,0.8032961794236795,7,4.825273900213577,5.657145146923138,0.8053136032139713,1.6481095961468901,0
Dubai-New-York,CMA-CGM,25.799197777298218,13.85742472866381,20.510973683542296,12700.0,0.7901128876475948,2,0.7920536581169524,3.4052892806550688,2.389858421975058,2.883459670585945,0
Shanghai-Los-Angeles,Maersk,36.94084096726465,33.93848302711201,11.504881558506378,10200.0,0.9487759980106676,7,1.9993114712704487,1.4555766922983546,2.6927141908799306,0.20867692005597538,0
Mumbai-Rotterdam,COSCO,25.52312926435565,16.35022751654749,17.957568156559045,11000.0,0.7707102439073428,4,2.2906550843598015,1.739878827386789,2.1161969845011,0.12339514898244246,0
Mumbai-Rotterdam,MSC,33.020069522913246,12.50880173674269,13.880447253912875,11000.0,0.8769270231680094,3,2.2154617621446997,6.456799890914649,0.0679830986203885,2.551781596565707,0
Mumbai-Rotterdam,MSC,30.734594177984842,15.451915550174864,14.912620309190125,11000.0,0.8851135636355574,2,2.7760620653797523,3.7280771921293665,0.5111277192719802,0.929038871979672,0
Shanghai-Los-Angeles,COSCO,33.21089942885637,27.309811520532204,12.797003613540346,10200.0,0.816907098809042,3,4.562365518049683,3.946689733593482,2.9601631705057847,4.516994429947954,0
Shanghai-Los-Angeles,Evergreen,34.5258982783123,21.183360314162343,12.309600073952803,10200.0,0.743277740210379,4,1.6345943220723822,3.0370987283975337,0.0397806945029495,2.868875990621027,0
Dubai-New-York,MSC,33.42536996382197,15.852128168336655,15.831288247202991,12700.0,0.8855514052677204,2,2.7388308584271255,7.210670614516413,0.44466957504226134,2.775776983542669,0
Shanghai-Los-Angeles,CMA-CGM,32.858748138018186,15.702303263717699,12.93415069298599,10200.0,0.8535731422847262,2,2.133903258835769,5.293433267595863,2.6738761754558147,0.14016798421729443,0
Dubai-New-York,MSC,24.434740666022567,18.065478092457948,21.656324243395513,12700.0,0.8886467514258772,2,0.8320401420867862,3.6502474639158566,2.792298040771236,2.9031992519174805,0
Singapore-Sydney,Maersk,32.44381834205538,15.292524374702628,8.090909560411813,6300.0,0.9101912299898844,1,3.754560647718323,7.308548774179494,0.5557414169652716,4.366617184272256,0
Shanghai-Los-Angeles,Maersk,31.31814154592072,26.141135844547406,13.570409322559483,10200.0,0.9283980859809794,0,1.0240614045511158,5.2127760742247755,0.6733555201510789,2.7122045793354332,0
Dubai-New-York,COSCO,32.73418029044666,17.26622436180988,16.165569504763248,12700.0,0.8360159621540788,1,4.447718774987799,7.420957359287224,1.600184004873579,0.6555560901063365,0
Mumbai-Rotterdam,CMA-CGM,27.081316612393476,15.952419839656834,16.92433716917522,11000.0,0.8690198866475253,3,1.447715848317096,8.315605026143604,1.248515822816252,8.017650088187597,0
Dubai-New-York,COSCO,22.915313213386554,11.115796954971906,23.092272915455535,12700.0,0.7867086911193566,3,2.8300570883581884,1.7313394439601595,3.0284666485229135,1.4270862091684458,0
Mumbai-Rotterdam,Evergreen,33.11746734452565,17.586052867412246,13.839625130908336,11000.0,0.7481585554057542,3,2.730107975872302,4.9058224502582775,0.17913607155421038,0.2910406151288712,0
Shenzhen-Hamburg,CMA-CGM,25.90092266991124,26.599237657157598,32.65649429222561,20300.0,0.8440897281037647,4,1.774699405166578,7.658529224885156,0.6869956571981017,5.617412626580454,0
Shenzhen-Hamburg,Evergreen,25.998617025092443,21.64274033591789,32.5337817975849,20300.0,0.7072893145295966,4,1.9028317827826293,2.9670431447720147,1.6714258265419952,0.5292574476137699,0
Singapore-Sydney,CMA-CGM,34.224854096406894,12.126770069865563,7.669864691331398,6300.0,0.7908066505251244,1,1.2926107787190304,1.1675191628314776,0.6688387922036632,0.673646082450645,0
Mumbai-Rotterdam,Evergreen,27.52092513318314,18.526184812887955,16.653994410264264,11000.0,0.7328383492078869,5,2.3314440795095024,4.119704414815592,0.2907038946917023,0.9474272823231937,0
Shanghai-Los-Angeles,Evergreen,29.32018061916133,33.29717306696203,14.495135808346758,10200.0,0.7937469975253927,2,2.601649991948837,3.1763724367769983,1.959737237581979,1.2002848735380622,0
Shenzhen-Hamburg,MSC,27.151285058069657,18.496524682041105,31.152607750399735,20300.0,0.9039929947673698,0,4.597033417672384,2.8500302577499506,3.0950241165922465,2.4020762701787857,0
Shenzhen-Hamburg,COSCO,25.683039485480982,16.03449999439991,32.93353708432742,20300.0,0.7503641264775227,2,1.935145792489794,2.697184870293669,0.5838176678243208,1.084287694109762,0
Shenzhen-Hamburg,Evergreen,30.50776258998919,21.541291206475567,27.72518406875517,20300.0,0.8010864614125703,3,3.3651681895683057,7.577357320711087,4.886060088256403,0.18069307543024998,0
Shanghai-Los-Angeles,Maersk,33.79042572304671,20.129334838545766,12.577527240508525,10200.0,0.9475404477445728,1,1.995662534514864,4.184413620013997,3.7711507812232163,1.2786913511303108,0
Dubai-New-York,COSCO,30.60522301690662,17.925700877139928,17.290077134035254,12700.0,0.8218918706724893,0,5.01470762728883,4.4956390457448965,3.611766351056386,2.536635593875016,0
Shanghai-Los-Angeles,Evergreen,32.48087726078992,34.871317124011455,13.084621963491395,10200.0,0.73886015205951,1,4.899534924469301,4.353698430395777,1.2176309106348817,2.7136133080436924,0
Shenzhen-Hamburg,MSC,28.096059139436075,23.00022000350225,30.10505242516764,20300.0,0.8935081661890292,4,4.809236966023198,1.6593616297606206,1.796934729467481,5.354808621167131,0
Dubai-New-York,CMA-CGM,25.414984261274334,20.572469327107264,20.82105033891269,12700.0,0.8394812229212086,6,1.184898347004346,4.4752201910007425,4.5430834279072325,1.9471016967459531,0
Shanghai-Los-Angeles,Maersk,32.92697091976204,24.707725014309858,12.90735187988168,10200.0,0.9490309464120841,2,3.5707528947200107,5.313175118272548,1.7103055086166632,4.916459953847047,0
Shanghai-Los-Angeles,COSCO,27.653307259883235,25.906011256121666,15.368866949833128,10200.0,0.788595515940755,1,2.92639168726136,7.3479462135324365,2.1544092439128937,1.4936766788641704,0
Shanghai-Los-Angeles,CMA-CGM,31.383004535760776,24.734689413725143,13.542361742825314,10200.0,0.8378058114671671,2,2.9954358744748317,3.925707617208163,1.610552562016447,0.6654024599648727,0
Dubai-New-York,MSC,33.940462235005384,11.809756986784002,15.591027105131667,12700.0,0.8550082792120076,3,2.165587118967181,2.5487062196710437,0.878114764008376,0.8342017366839172,0
Shanghai-Los-Angeles,CMA-CGM,107.94119334489525,21.745312785497582,16.30187721575272,10200.0,0.7531517498882563,3,1.5922786478951148,4.6581971410470375,1.662630390918324,38.13356160640157,1
Mumbai-Rotterdam,MSC,29.569382275580026,13.436413283101324,15.500267440887647,11000.0,0.8148164095781147,3,2.0168810459275273,2.4854680135663814,0.6324736121786695,0.2505238796526239,0
Shenzhen-Hamburg,COSCO,26.840928783315732,20.06933166608454,31.51281910405059,20300.0,0.767390806792332,4,1.3330652276851729,3.6593253305860514,1.9795714671556983,1.440461891689611,0
Mumbai-Rotterdam,MSC,23.82755688818967,14.946180282939679,19.235431290083714,11000.0,0.9022806880098354,3,2.9657299053517594,4.265369769771118,0.8726196134567243,2.421499766232624,0
Shanghai-Los-Angeles,CMA-CGM,34.31556932624308,28.76211935614014,12.38504877944654,10200.0,0.750369853686786,4,2.0816924985017202,7.333600437989977,0.13451804106515572,8.887329369369983,0
Shenzhen-Hamburg,MSC,29.03186091040382,18.92288291733471,29.134657814174826,20300.0,0.8831176559225998,2,5.403441750481876,5.177717983353304,0.4066491372276541,0.06912338599819251,0
Shenzhen-Hamburg,COSCO,29.46892357013887,21.947228542221808,28.70255275256895,20300.0,0.7749165372754776,5,1.476526026944547,5.095284641667802,1.4802078386259951,1.0120813494182581,0
Mumbai-Rotterdam,Maersk,33.207712361980555,15.358043815553957,13.802014674701839,11000.0,0.8576456792314645,5,4.069275362782787,2.4608974107334105,0.28934618850657967,6.266625736266874,0
Mumbai-Rotterdam,Maersk,28.93018307279039,11.065960812469314,15.842738781850576,11000.0,0.9805650262870773,3,4.015574421529797,2.776904499432117,4.955933081481732,0.16459748798513082,0
Singapore-Sydney,COSCO,36.34281938918383,11.683268261851067,7.2228848617651265,6300.0,0.7584683077324527,1,6.257574608602232,3.034402340962731,5.198053642217288,0.40953006446428575,0
Shanghai-Los-Angeles,MSC,30.062637282348287,78.66178649578578,14.137149579007326,10200.0,0.8655928190615324,2,4.109607261309701,2.2878693605331746,0.24324994278952153,1.2180424121105036,1
Singapore-Sydney,CMA-CGM,42.38449188114186,11.048539633612874,6.193302982990204,6300.0,0.8220349453185701,9,0.5883463648621395,6.193331284021097,1.362525045756619,0.43554527765676254,0
Singapore-Sydney,Evergreen,39.260113840365086,14.67678621404497,6.686175212515863,6300.0,0.7202483346587158,4,0.8844635692073184,4.704165979052851,0.18164610569269438,4.7760330918992455,0
Mumbai-Rotterdam,CMA-CGM,29.216179811984855,20.781923112719127,15.687654453212225,11000.0,0.7988390240015473,1,2.833235499906211,2.67178126264348,0.536700381933751,0.7183423996565899,0
Singapore-Sydney,COSCO,32.76892211017613,11.977669821729211,8.010638833874939,6300.0,0.7847796223809591,3,2.2832358946775595,5.180992513779796,2.3621801942680944,1.3632922706535051,0
Singapore-Sydney,Maersk,36.581729183842334,16.332714893483338,7.175713282464044,6300.0,0.9314145745206533,2,3.4687939030823802,5.933791814764495,1.8891679846377807,6.927806722763956,0
Dubai-New-York,Maersk,33.17472396271484,11.951183194957297,15.950898860873671,12700.0,0.9490212420617166,1,1.0267775203745395,3.807551384804099,5.272165205544281,2.295687314391975,0
Singapore-Sydney,CMA-CGM,36.96987721861026,11.716585127366416,7.100375217580116,6300.0,0.8224940751337495,3,0.4603879082044238,4.95691603895056,0.15248648420514788,1.8998162739170343,0
Mumbai-Rotterdam,MSC,30.673992125104764,18.1213446138973,14.942082904110022,11000.0,0.8452893801621086,2,2.43576703543922,0.30100023520499497,2.6308440915667837,2.579793373885299,0
Dubai-New-York,Evergreen,28.977912424239268,17.327989811973083,18.26103478123678,12700.0,0.7551695729972748,3,2.79538458524607,0.25662430190554186,0.48079673316684396,0.33842251017513647,0
Singapore-Sydney,COSCO,40.34066778284443,10.978911474273758,6.507081177065509,6300.0,0.7472019096410852,0,2.4733755560501707,2.697698452040678,4.263758130714431,3.050993309814225,0
Singapore-Sydney,CMA-CGM,36.00726120269049,5.407643121453445,7.290196233541522,6300.0,0.8646531546770216,2,5.3635117537532135,4.793722871054012,0.9706799071710819,2.592224155147498,0
Singapore-Sydney,CMA-CGM,33.510486573900025,11.868812588520441,7.833368799975908,6300.0,0.8299626995478275,2,0.1429632217299051,6.969459933752872,4.574815834373298,0.0673475552803557,0
Mumbai-Rotterdam,Evergreen,31.60617592431418,14.519123881006232,14.50138524922732,11000.0,0.7358501861548649,2,3.6872511543213693,5.907312008403275,0.6399350036075298,1.242412546312707,0
Shenzhen-Hamburg,CMA-CGM,28.190228273550026,20.268490660668583,30.004486842944484,20300.0,0.7939352495273363,3,2.551354046061844,3.332196251350248,7.78603635590857,3.5696921976251437,0
Singapore-Sydney,CMA-CGM,36.21895064291505,12.822607456506804,7.247587115043842,6300.0,0.8548538421448098,2,3.961629597674048,2.167566213546932,0.10453961294564153,1.2716897590687193,0
Mumbai-Rotterdam,Maersk,30.251876209855347,17.068715096978096,15.150575460308778,11000.0,0.9531370118441952,2,2.954928119621725,4.004713336180739,3.6001419411366187,1.4525101661081972,0
Shanghai-Los-Angeles,CMA-CGM,31.744033219131268,16.274529227526173,13.388342844344807,10200.0,0.8252348499746122,3,2.3042152610550777,2.432344216949134,0.795182300294559,0.5362942445723631,0
Shenzhen-Hamburg,CMA-CGM,25.670168347455423,15.786649749946928,32.95005010815121,20300.0,0.7643245219944905,5,2.1963485866405166,5.658278958392621,0.3300010441994116,6.432280087263024,0
Mumbai-Rotterdam,COSCO,28.01523141565906,13.716572316542756,16.360148039939045,11000.0,0.8383314255319408,0,5.366964104536848,2.5244565754798387,2.964737161740587,6.8523530349822135,0
Mumbai-Rotterdam,MSC,27.89538654145496,18.018621939178022,16.430434927015988,11000.0,0.8945078869686913,3,2.3438279512049927,5.120134146746494,4.350051937082484,1.3832977276506697,0
Shenzhen-Hamburg,Maersk,35.465912016131085,21.815052734428594,23.849191667441684,20300.0,0.9347078131221399,4,3.9283740727917316,4.973970388205949,0.15079755716686052,1.7186773262169968,0
Dubai-New-York,COSCO,0.36260687941379466,16.395040124102934,19.37789150335793,12700.0,0.7829315058893271,1,0.8255870051121794,3.570613602153232,66.93229932556181,1.2420315962300756,1
Singapore-Sydney,COSCO,35.21773863645308,14.364969883948747,7.453630192152435,6300.0,0.7825872720572326,6,1.454904779584508,2.612518916754537,10.089408374489022,1.9321127592264564,0
Mumbai-Rotterdam,Evergreen,31.618016805058897,17.134206381641995,14.495954510973624,11000.0,0.773969031712618,4,0.9759326319272438,6.45843050211067,0.4409557449337032,1.5882172084765787,0
Dubai-New-York,Maersk,33.508976789385066,11.000345820443563,15.79178827192048,12700.0,0.9074625194158842,2,2.6233738533960134,4.611330319590611,8.714569985726683,0.4584618681307796,0
Shanghai-Los-Angeles,CMA-CGM,34.71088027616429,29.098197584315404,12.243999478510617,10200.0,0.8050027962121566,1,2.128290298428261,8.936968024310694,7.377764901522639,2.4117987330799524,0
Singapore-Sydney,CMA-CGM,35.03809646339166,9.029509013156975,7.491845348227294,6300.0,0.8338650595320348,5,4.188493307613066,7.340264590418152,2.8816331879662744,4.750074547990995,0
Dubai-New-York,COSCO,0.1617315012205789,16.66265129333846,16.129518522260998,12700.0,0.829067740039241,0,1.718426301588851,3.8780937564650033,17.499711746775347,5.024465884178674,1
Shenzhen-Hamburg,Maersk,25.85686555945373,13.190785715198983,32.7121371841639,20300.0,0.922470076612424,3,0.8890444847676688,1.0344560799019777,2.775331169475022,0.2893747571770273,0
Mumbai-Rotterdam,Evergreen,28.615611855747982,11.377813775087397,28.830416213318998,17576.856620580224,0.734541726867711,2,2.6804425227864526,2.182350667754016,0.6077253764674775,2.786952166113582,1
Dubai-New-York,Maersk,29.017899926452262,130.63756699626435,18.235870549139452,12700.0,0.9124763610775364,3,1.900101479466234,2.261088169419118,1.2578439126629002,0.33572878267485307,1
Shanghai-Los-Angeles,Maersk,32.305534085156275,18.78363478333521,13.155640729533047,10200.0,0.9334675454655412,3,0.8582208109303596,5.955380304110427,0.8165790770857736,0.253707582495576,0
Dubai-New-York,Maersk,32.63787728778604,19.070060003632705,16.213268467208035,12700.0,0.9391092244213384,2,3.296386037972892,7.21494181457886,1.9781965340145111,1.5679886513354897,0
Dubai-New-York,CMA-CGM,28.76587593937326,8.927594994318872,18.395638908473856,12700.0,0.803828840469358,2,1.9352461678029407,5.598418076011958,0.2923693624603015,2.370922058862787,0
Shanghai-Los-Angeles,Maersk,31.03832856357552,20.756440799696477,13.692747633928692,10200.0,0.9309837313466446,5,2.8572672292817773,5.644484435076383,0.05032946402102036,4.708291023359007,0
Shenzhen-Hamburg,Maersk,27.209736741804743,20.516129443425363,31.085686030684897,20300.0,0.9233335425485969,0,1.2895832638557052,5.611093387039147,6.327833360376488,0.9620251147065462,0
Singapore-Sydney,CMA-CGM,46.63658530761729,11.714507449340514,5.6286282168502835,6300.0,0.8543810539537967,0,2.1105582688180924,5.8237024392231485,0.3224322569636752,0.0646871528302993,0
Shanghai-Los-Angeles,Evergreen,29.09117998316363,19.279121883013005,14.609238959917285,10200.0,0.7111049716834856,2,0.9611011903765432,4.282786297025988,0.47324923678195097,0.2603217676103917,0
Mumbai-Rotterdam,Maersk,28.297565118879273,18.90630513372458,16.196917699733373,11000.0,0.9227397949886708,3,2.752385141116238,3.0012859489832966,3.7623591086241044,3.1289008334840482,0
Shanghai-Los-Angeles,MSC,34.46861774589964,16.99264596220373,12.33005637571752,10200.0,0.8614472413443598,3,1.3406799401797107,6.0163699493349565,0.33579803969360084,4.183420922115062,0
Shenzhen-Hamburg,COSCO,28.735424214229532,14.612132452485248,29.43521303278634,20300.0,0.8518466554715163,3,6.450843122744726,7.996430892025735,6.580546283310947,1.5669735168987786,0
Singapore-Sydney,Maersk,36.354851336113335,4.818834082674405,7.220494386652707,6300.0,0.9516057243904628,2,2.501375742977017,1.9878323786227605,2.0521488427215937,1.8491569116892062,0
Shenzhen-Hamburg,CMA-CGM,22.943735868177065,20.457290865556313,36.86554527096449,20300.0,0.8270217639442913,2,4.648235571386269,1.4676039488121675,0.06970942628107292,4.539529447166083,0
Shenzhen-Hamburg,CMA-CGM,24.72328024519215,21.716289330361608,34.21201899362928,20300.0,0.8624577963367832,2,3.7009705618982167,2.6405251532557585,0.4097810509541672,1.2100902301481282,0
Shenzhen-Hamburg,COSCO,21.54645783163399,24.780909518086567,39.25625919317008,20300.0,0.8278019890443552,4,2.606485281585572,3.855615568587379,0.9553992297213266,2.335268482032247,0
Shenzhen-Hamburg,CMA-CGM,24.72211363177645,17.717697059316336,34.213633426801564,20300.0,0.8109433777831646,1,1.8763803718541114,2.821020847643394,0.2425207533760034,0.3369666086450116,0
Dubai-New-York,Evergreen,28.143070081582014,11.998806603540348,18.8027342124616,12700.0,0.7740548723076189,4,3.0866626962649466,4.043732242492136,2.1886266107020815,4.184680089144244,0
Shanghai-Los-Angeles,MSC,0.3970133390087108,19.428812465736108,14.02486858908786,10200.0,0.8594421835248293,6,4.015330147076014,5.958893747506443,41.96690286680585,3.978833734231965,1
Dubai-New-York,Maersk,32.426340960342024,17.227567243423266,16.31903727015782,12700.0,0.8837673633661489,4,4.18168174649422,1.2284371225122992,3.2125075986628704,3.0728167763428216,0
Singapore-Sydney,COSCO,34.96738526487014,9.80127708254424,7.506995390465175,6300.0,0.8490128014304335,3,3.3818815998683682,7.475885209048765,1.4038259576313108,4.902030629362846,0
Mumbai-Rotterdam,Evergreen,29.481264264995694,15.155476868957114,15.54659695776789,11000.0,0.786366046521294,1,1.1998485130545549,4.1114618605587125,1.0587654305915148,0.32865542630113487,0
Singapore-Sydney,COSCO,35.063846756426024,13.056248193840773,7.486343464351713,6300.0,0.7985664014456149,1,1.4627408314677912,2.4324876797128145,5.021471470832775,0.03475852658093241,0
Dubai-New-York,MSC,37.742627503949386,13.04031609901601,14.020398198596395,12700.0,0.872509565506292,2,4.691000542643683,3.3044011249521548,1.0114377025287724,4.233298965014299,0
Shenzhen-Hamburg,Evergreen,17.66040664560659,18.76809973523595,47.89432940626839,20300.0,0.7283367068669451,4,3.531234717128725,2.7548082622129795,3.996657815318785,1.5470843400819891,0
Dubai-New-York,Maersk,30.31797406662268,17.328273774993797,17.453892714065972,12700.0,0.9018844829217307,2,2.6126149667211918,4.798647100338656,1.3621736690394426,4.778809360429962,0
Shenzhen-Hamburg,MSC,24.794086445881003,23.993766950056198,34.11431734658044,20300.0,0.9229526731711698,5,1.982414552795397,4.0098557773666945,1.3494279315302853,1.3394869388564314,0
Singapore-Sydney,MSC,30.407978567878764,11.108217184083768,8.632602769501089,6300.0,0.8610020945120814,4,6.06432205539919,4.475671797679545,4.95112427706341,2.4547662629873974,0
Dubai-New-York,COSCO,33.01184872182263,15.017440322753812,16.029598073277814,12700.0,0.7461029652072828,2,5.421537189352388,2.421560317269136,1.400539289919266,0.6855604282146183,0
Mumbai-Rotterdam,COSCO,32.43847293272469,10.839590087388292,14.129312877455336,11000.0,0.8456991663313722,4,1.5539716466563922,2.6250692593069225,0.5064415696171759,4.004433377984812,0
Dubai-New-York,COSCO,82.10732182377185,11.37442037791531,13.760839324104493,12700.0,0.7761521537415328,0,5.851538456965156,2.098818552477621,2.769284777261065,26.07923527025069,1
Singapore-Sydney,Evergreen,29.441994633071655,11.186445488922956,8.915836147362738,6300.0,0.770995820377699,1,1.609590708043103,2.949658265378053,4.012360656708511,1.6705809980829192,0
Shanghai-Los-Angeles,COSCO,33.92269786569638,18.52122954297125,12.528484664828866,10200.0,0.7805430408978262,2,1.060149206862226,2.1760844228333402,2.8861342953377624,1.1046453299152827,0
Shanghai-Los-Angeles,Maersk,32.83411662978464,20.436302772175306,12.943853638336412,10200.0,0.8857398248906008,5,4.559176506385475,4.566563225630209,2.727995705477955,3.1092827482544987,0
Dubai-New-York,COSCO,85.4843554525044,13.961831767094115,20.74071414329506,12700.0,0.7414296057873374,3,2.1807764680027133,5.860482548661191,0.09718488163551292,32.207290591482106,1
Shenzhen-Hamburg,CMA-CGM,108.61167372873521,19.61585461858586,36.16025679552471,20300.0,0.8365320338474733,3,0.9957122236076666,4.3703529318033905,1.2323393174105925,39.055605493279415,1
Shanghai-Los-Angeles,CMA-CGM,31.86096553790302,31.289465447235592,13.339206543957488,10200.0,0.879607396820188,2,2.3356922680179655,7.416549469080014,0.6870840181074825,4.121448710878275,0
Shanghai-Los-Angeles,COSCO,36.828266948324206,24.16689105859911,11.540048859652863,10200.0,0.819995323266764,3,0.9545811440010371,3.957405172750898,0.8230671915468977,1.212913148201768,0
Mumbai-Rotterdam,CMA-CGM,30.072767734863067,15.848475430564179,27.433457647584113,17676.780684411468,0.8160577914347207,1,3.1484973007279047,2.0386030786312075,0.4253963459902518,0.4860794343887155,1
Shanghai-Los-Angeles,Evergreen,25.74574232118501,17.377749478876005,16.507583844272638,10200.0,0.7732862200546211,2,3.715973833490062,2.973743094282258,1.4882064099080585,1.1975550165957927,0
Dubai-New-York,COSCO,33.52121443182612,16.441204321801735,15.78602313895462,12700.0,0.8263372177326651,4,0.7990803348112051,2.335299565970959,0.5089754256308201,0.9042292425470925,0
